料品,品名,库位,批号,出,入
101310-32,太粮靓虾王（晶品）香软米2*10,3A07,201030044,15.0,0.0
101310-32,太粮靓虾王（晶品）香软米2*10,4AP1,201030044,0.0,15.0
101310-35,太粮靓虾王（晶品）香软米5*5,3A09,201030044,13.0,0.0
101310-35,太粮靓虾王（晶品）香软米5*5,4A00,201030044,0.0,13.0
103908-10,太粮马霸优粘10,4A07,201024007,5.0,0.0
103908-10,太粮马霸优粘10,4AH2,201024007,0.0,5.0
107002-05,宫粥(稻花香)米5,4A00,200927010,2.0,0.0
107002-05,宫粥(稻花香)米5,4AH0,200916018,0.0,2.0
107002-35,宫粥(稻花香)米5*5,4A00,200927010,0.0,48.0
107002-35,宫粥(稻花香)米5*5,4A00,200929017,45.0,0.0
107002-35,宫粥(稻花香)米5*5,4A00,201106014,0.0,48.0
107002-35,宫粥(稻花香)米5*5,糙米线库位,200927010,3.0,0.0
107002-35,宫粥(稻花香)米5*5,糙米线库位,201106014,48.0,0.0
107001-10,宫粥东北大米10,3AP1,201109005,68.0,0.0
107001-10,宫粥东北大米10,4AH2,201106015,0.0,32.0
107001-10,宫粥东北大米10,4AH2,201109005,0.0,178.0
107001-10,宫粥东北大米10,糙米线库位,201106015,142.0,0.0
107001-32,宫粥东北大米2*10,3A09,201019002,3.0,0.0
107001-32,宫粥东北大米2*10,3A09,201030045,38.0,0.0
107001-32,宫粥东北大米2*10,4AP2,201030045,0.0,41.0
107001-25,宫粥东北大米25,4AH5,201103014,0.0,46.0
107001-25,宫粥东北大米25,4AH5,201113011,0.0,40.0
107001-25,宫粥东北大米25,糙米线库位,201103014,46.0,0.0
107001-25,宫粥东北大米25,糙米线库位,201113011,40.0,0.0
107001-35,宫粥东北大米5*5,4A00,201106015,0.0,338.0
107001-35,宫粥东北大米5*5,糙米线库位,201106015,338.0,0.0
107011-55,宫粥（御泽）贡香米2.5,4A00,200808015-01,0.0,2.0
107011-55,宫粥（御泽）贡香米2.5,4AH0,200808015-01,2.0,0.0
107011-85,宫粥（御泽）贡香米2.5*10,3AP1,201023043,20.0,0.0
107011-85,宫粥（御泽）贡香米2.5*10,4AP1,201023043,0.0,20.0
107011-35,宫粥（御泽）贡香米5*5,3A00,201113006,35.0,0.0
107011-35,宫粥（御泽）贡香米5*5,3AP1,201113006,0.0,35.0
103903-10,富贵玲珑小农粘米10,4A07,201023025,0.0,39.0
103903-10,富贵玲珑小农粘米10,4A07,201105003,30.0,0.0
103903-10,富贵玲珑小农粘米10,4BH0,201103007,9.0,0.0
103903-25,富贵玲珑小农粘米25,4A08,201103007,15.0,0.0
103903-25,富贵玲珑小农粘米25,4AH4,201103007,0.0,15.0
103903-25,富贵玲珑小农粘米25,4B01,201101001,35.0,0.0
103903-25,富贵玲珑小农粘米25,4BH0,201101001,0.0,35.0
160102-10,帝皇鹰喜之粮米10,3A02,200924103,2518.0,0.0
160102-10,帝皇鹰喜之粮米10,3A06,200923084,0.0,2417.0
160102-10,帝皇鹰喜之粮米10,3AP8,200923084,0.0,361.0
160102-10,帝皇鹰喜之粮米10,4A00,201020021,100.0,0.0
160102-10,帝皇鹰喜之粮米10,4A01,200924093,300.0,0.0
160102-10,帝皇鹰喜之粮米10,4AP6,201018023,0.0,140.0
160102-15,帝皇鹰喜之粮米15,4A09,201029039,11.0,0.0
160102-15,帝皇鹰喜之粮米15,4AH3,201024005,0.0,11.0
160102-25,帝皇鹰喜之粮米25,4A06,201109001,143.0,0.0
160102-25,帝皇鹰喜之粮米25,4AP5,201105012,86.0,0.0
160102-25,帝皇鹰喜之粮米25,4B01,201028039,51.0,0.0
160102-25,帝皇鹰喜之粮米25,4B01,201104005,0.0,280.0
160101-10,帝皇鹰米满香米10,3A01,201023095,0.0,595.0
160101-10,帝皇鹰米满香米10,3A02,201023095,2759.0,0.0
160101-10,帝皇鹰米满香米10,3A03,201012076,0.0,81.0
160101-10,帝皇鹰米满香米10,3A06,201023095,0.0,2063.0
160101-10,帝皇鹰米满香米10,4A03,201018023,33.0,0.0
160101-10,帝皇鹰米满香米10,4A07,201012076,0.0,99.0
160101-10,帝皇鹰米满香米10,4A07,201018023,87.0,0.0
160101-10,帝皇鹰米满香米10,4A09,201018023,0.0,2.0
160101-10,帝皇鹰米满香米10,4AH2,201018023,0.0,39.0
105806-10,御泰坊茉莉香米10,4A07,201110002,0.0,37.0
105806-10,御泰坊茉莉香米10,4B01,201110002,37.0,0.0
105806-35,御泰坊茉莉香米5*5,3A02,201026034,730.0,0.0
105806-35,御泰坊茉莉香米5*5,3A04,201017052,12.0,0.0
105806-35,御泰坊茉莉香米5*5,3A04,201017054,0.0,535.0
105806-35,御泰坊茉莉香米5*5,3A04,201026034,0.0,4.0
105806-35,御泰坊茉莉香米5*5,3A09,201015024,0.0,32.0
105806-35,御泰坊茉莉香米5*5,3A09,201016023,0.0,200.0
105806-35,御泰坊茉莉香米5*5,4A00,201026034,1.0,0.0
105806-35,御泰坊茉莉香米5*5,4AP4,201011042,0.0,82.0
105806-35,御泰坊茉莉香米5*5,4AP4,201017054,110.0,0.0
100604-10,曼哈浓香德莉进口香米10,4A03,201104009,78.0,0.0
100604-10,曼哈浓香德莉进口香米10,4A07,201030036,0.0,185.0
100604-10,曼哈浓香德莉进口香米10,4B03,201030036,107.0,0.0
100604-35,曼哈浓香德莉进口香米5*5,3A07,201103010,0.0,38.0
100604-35,曼哈浓香德莉进口香米5*5,3A08,201103010,363.0,0.0
100604-35,曼哈浓香德莉进口香米5*5,3B02,201024022,0.0,324.0
100604-35,曼哈浓香德莉进口香米5*5,4A09,201103010,0.0,1.0
100620-32,曼哈浓香泰国糯米2*10,3A00,201026033,75.0,0.0
100620-32,曼哈浓香泰国糯米2*10,4AP1,201026033,0.0,75.0
100606-35,曼哈浓香泰粮王府香米5*5,4A00,201011013,7.0,0.0
100606-35,曼哈浓香泰粮王府香米5*5,4A00,201021022,16.0,0.0
100606-35,曼哈浓香泰粮王府香米5*5,4B02,201021022,38.0,0.0
100606-35,曼哈浓香泰粮王府香米5*5,4B03,201021022,0.0,61.0
100607-10,曼哈浓香精选小茉莉香米10,3A06,201023094,95.0,0.0
100607-10,曼哈浓香精选小茉莉香米10,3AP1,201023094,0.0,492.0
100607-10,曼哈浓香精选小茉莉香米10,4A02,201106003,286.0,0.0
100607-10,曼哈浓香精选小茉莉香米10,4B01,201029039,111.0,0.0
100607-35,曼哈浓香精选小茉莉香米5*5,3A00,201110009,6.0,0.0
100607-35,曼哈浓香精选小茉莉香米5*5,3A08,201110009,240.0,0.0
100607-35,曼哈浓香精选小茉莉香米5*5,4A01,201020076,0.0,424.0
100607-35,曼哈浓香精选小茉莉香米5*5,4A03,201025047,178.0,0.0
100605-85,曼哈浓香莲花香米2.5*10,3AP1,201109007,32.0,0.0
100605-85,曼哈浓香莲花香米2.5*10,4AP1,201109007,0.0,32.0
100501-35,柬埔寨茉莉香米5*5,3A03,201105014,0.0,166.0
100501-35,柬埔寨茉莉香米5*5,3A03,201112010,135.0,0.0
100501-35,柬埔寨茉莉香米5*5,3A08,201105014,0.0,40.0
100501-35,柬埔寨茉莉香米5*5,3A08,201112010,864.0,0.0
100501-35,柬埔寨茉莉香米5*5,3B08,201112010,0.0,777.0
100501-35,柬埔寨茉莉香米5*5,4A09,201105014,0.0,16.0
105812-10,泰粮香米10,3A09,200909012,1.0,0.0
105812-10,泰粮香米10,4AH2,200909012,0.0,1.0
105812-35,泰粮香米5*5,3A02,201107008,0.0,23.0
105812-35,泰粮香米5*5,3A04,201107008,0.0,636.0
105812-35,泰粮香米5*5,3A09,201031043,0.0,189.0
105812-35,泰粮香米5*5,3A09,201107008,0.0,9.0
105812-35,泰粮香米5*5,4A02,201109003,0.0,112.0
105812-35,泰粮香米5*5,糙米线库位,201109003,969.0,0.0
105804-10,洋洋开心孙仙桃香米10,4A07,201021026,5.0,0.0
105804-10,洋洋开心孙仙桃香米10,4AH1,201021026,0.0,5.0
105804-15,洋洋开心孙仙桃香米15,4AH3,201028039,0.0,2.0
105804-15,洋洋开心孙仙桃香米15,4BH0,201028039,2.0,0.0
105804-25,洋洋开心孙仙桃香米25,4A01,201103001,2.0,0.0
105804-25,洋洋开心孙仙桃香米25,4AH4,201029039,0.0,2.0
109001-53,珍の原TL.GABA大米（0.3*5）,4AH0,201113017,0.0,4.0
109001-53,珍の原TL.GABA大米（0.3*5）,糙米线库位,201113017,4.0,0.0
103910-15,稻虾软米15,4A03,201111037,0.0,155.0
103910-15,稻虾软米15,4A04,201111007,340.0,0.0
103910-15,稻虾软米15,4B01,201110005,7.0,0.0
103910-15,稻虾软米15,4B01,201110007,0.0,639.0
103910-15,稻虾软米15,4B01,201111007,447.0,0.0
101402-74,米皇坊小农粘米0.4*50,3A00,200929013,0.0,14.0
101402-74,米皇坊小农粘米0.4*50,3A04,201026032,14.0,0.0
101402-10,米皇坊小农粘米10,4A05,201030034,0.0,16.0
101402-10,米皇坊小农粘米10,4A05,201114003,0.0,20.0
101402-10,米皇坊小农粘米10,4A06,201105010,34.0,0.0
101402-10,米皇坊小农粘米10,4AH2,201105010,0.0,29.0
101402-10,米皇坊小农粘米10,4AH7,201030034,0.0,560.0
101402-10,米皇坊小农粘米10,4B01,201030034,591.0,0.0
101402-15,米皇坊小农粘米15,4AH3,201030034,0.0,21.0
101402-15,米皇坊小农粘米15,4B01,201030034,21.0,0.0
101402-55,米皇坊小农粘米2.5,4AH0,200929013,0.0,5.0
101402-55,米皇坊小农粘米2.5,4AH0,201023035-01,5.0,0.0
101402-85,米皇坊小农粘米2.5*10,3A09,201106001,50.0,0.0
101402-85,米皇坊小农粘米2.5*10,4A09,201106001,0.0,7.0
101402-85,米皇坊小农粘米2.5*10,4AP4,201106001,0.0,43.0
101402-34,米皇坊小农粘米4*6,3A09,201106001,14.0,0.0
101402-34,米皇坊小农粘米4*6,4AH1,201024021,0.0,14.0
101406-15,米皇坊山水丝苗米15,4A06,201104004,73.0,0.0
101406-15,米皇坊山水丝苗米15,4AH3,201104004,0.0,73.0
101406-35,米皇坊山水丝苗米5*5,3A06,201028030,0.0,32.0
101406-35,米皇坊山水丝苗米5*5,4AP1,201028030,0.0,22.0
101406-35,米皇坊山水丝苗米5*5,4AP3,201028030,54.0,0.0
101403-10,米皇坊桂尊香软米10,4AH2,201105010,0.0,6.0
101403-10,米皇坊桂尊香软米10,4B01,201030034,6.0,0.0
101403-35,米皇坊桂尊香软米5*5,4A00,201027030,0.0,2.0
